"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-119.38","49.96","KELOWNA","1123939","2021-01-01","2021","01","01","","4.7","","0.2","","2.5","","15.5","","0.0","","","","","","0.7","","","","","M","","M"
"-119.38","49.96","KELOWNA","1123939","2021-01-02","2021","01","02","","6.3","","1.9","","4.1","","13.9","","0.0","","","","","","0.0","","","","16","","35",""
"-119.38","49.96","KELOWNA","1123939","2021-01-03","2021","01","03","","6.1","","-2.7","","1.7","","16.3","","0.0","","","","","","0.5","","","","","M","","M"
"-119.38","49.96","KELOWNA","1123939","2021-01-04","2021","01","04","","2.8","","-2.1","","0.4","","17.6","","0.0","","","","","","0.4","","","","","M","","M"
"-119.38","49.96","KELOWNA","1123939","2021-01-05","2021","01","05","","4.6","","-4.9","","-0.2","","18.2","","0.0","","","","","","0.0","","","","19","","37",""
"-119.38","49.96","KELOWNA","1123939","2021-01-06","2021","01","06","","6.3","","-1.2","","2.6","","15.4","","0.0","","","","","","0.0","","","","15","","59",""
"-119.38","49.96","KELOWNA","1123939","2021-01-07","2021","01","07","","3.1","","-4.4","","-0.7","","18.7","","0.0","","","","","","0.0","","","","","M","","M"
"-119.38","49.96","KELOWNA","1123939","2021-01-08","2021","01","08","","1.6","","-5.6","","-2.0","","20.0","","0.0","","","","","","0.0","","","","","M","","M"
"-119.38","49.96","KELOWNA","1123939","2021-01-09","2021","01","09","","1.4","","-5.5","","-2.1","","20.1","","0.0","","","","","","0.0","","","","","M","","M"
"-119.38","49.96","KELOWNA","1123939","2021-01-10","2021","01","10","","4.6","","-1.3","","1.7","","16.3","","0.0","","","","","","0.0","","","","","M","","M"
"-119.38","49.96","KELOWNA","1123939","2021-01-11","2021","01","11","","5.2","","0.2","","2.7","","15.3","","0.0","","","","","","0.0","","","","","M","","M"
"-119.38","49.96","KELOWNA","1123939","2021-01-12","2021","01","12","","6.3","","0.5","","3.4","","14.6","","0.0","","","","","","1.2","","","","","M","","M"
"-119.38","49.96","KELOWNA","1123939","2021-01-13","2021","01","13","","8.8","","-2.4","","3.2","","14.8","","0.0","","","","","","2.6","","","","19","","76",""
"-119.38","49.96","KELOWNA","1123939","2021-01-14","2021","01","14","","1.4","","-6.5","","-2.6","","20.6","","0.0","","","","","","0.0","","","","","M","","M"
"-119.38","49.96","KELOWNA","1123939","2021-01-15","2021","01","15","","5.9","","-4.7","","0.6","","17.4","","0.0","","","","","","0.0","","","","34","","32",""
"-119.38","49.96","KELOWNA","1123939","2021-01-16","2021","01","16","","2.0","","-6.3","","-2.2","","20.2","","0.0","","","","","","0.0","","","","","M","","M"
"-119.38","49.96","KELOWNA","1123939","2021-01-17","2021","01","17","","4.1","","-5.7","","-0.8","","18.8","","0.0","","","","","","0.7","","","","","M","","M"
"-119.38","49.96","KELOWNA","1123939","2021-01-18","2021","01","18","","5.4","","-3.7","","0.9","","17.1","","0.0","","","","","","0.0","","","","","M","","M"
"-119.38","49.96","KELOWNA","1123939","2021-01-19","2021","01","19","","3.7","","-4.0","","-0.2","","18.2","","0.0","","","","","","0.0","","","","16","","32",""
"-119.38","49.96","KELOWNA","1123939","2021-01-20","2021","01","20","","1.7","","-3.1","","-0.7","","18.7","","0.0","","","","","","0.0","","","","34","","33",""
"-119.38","49.96","KELOWNA","1123939","2021-01-21","2021","01","21","","-1.8","","-9.3","","-5.6","","23.6","","0.0","","","","","","0.0","","","","","M","","M"
"-119.38","49.96","KELOWNA","1123939","2021-01-22","2021","01","22","","-2.8","","-10.0","","-6.4","","24.4","","0.0","","","","","","0.0","","","","","M","","M"
"-119.38","49.96","KELOWNA","1123939","2021-01-23","2021","01","23","","-2.0","","-12.8","","-7.4","","25.4","","0.0","","","","","","0.0","","","","","M","","M"
"-119.38","49.96","KELOWNA","1123939","2021-01-24","2021","01","24","","-3.0","","-9.1","","-6.1","","24.1","","0.0","","","","","","0.0","","","","","M","","M"
"-119.38","49.96","KELOWNA","1123939","2021-01-25","2021","01","25","","-1.4","","-7.9","","-4.7","","22.7","","0.0","","","","","","0.0","","","","","M","","M"
"-119.38","49.96","KELOWNA","1123939","2021-01-26","2021","01","26","","0.7","","-5.6","","-2.5","","20.5","","0.0","","","","","","0.0","","","","35","","35",""
"-119.38","49.96","KELOWNA","1123939","2021-01-27","2021","01","27","","0.2","","-2.2","","-1.0","","19.0","","0.0","","","","","","0.0","","","","1","","35",""
"-119.38","49.96","KELOWNA","1123939","2021-01-28","2021","01","28","","0.2","","-2.6","","-1.2","","19.2","","0.0","","","","","","3.5","","","","","M","","M"
"-119.38","49.96","KELOWNA","1123939","2021-01-29","2021","01","29","","2.8","","-4.3","","-0.8","","18.8","","0.0","","","","","","0.0","","","","","M","","M"
"-119.38","49.96","KELOWNA","1123939","2021-01-30","2021","01","30","","1.3","","-3.4","","-1.1","","19.1","","0.0","","","","","","0.0","","","","","M","","M"
"-119.38","49.96","KELOWNA","1123939","2021-01-31","2021","01","31","","3.0","","-0.7","","1.2","","16.8","","0.0","","","","","","0.0","","","","","M","","M"
"-119.38","49.96","KELOWNA","1123939","2021-02-01","2021","02","01","","3.3","","1.1","","2.2","","15.8","","0.0","","","","","","1.5","","","","","M","","M"
"-119.38","49.96","KELOWNA","1123939","2021-02-02","2021","02","02","","7.5","","0.6","","4.1","","13.9","","0.0","","","","","","2.6","","","","15","","39",""
"-119.38","49.96","KELOWNA","1123939","2021-02-03","2021","02","03","","5.5","","-3.7","","0.9","","17.1","","0.0","","","","","","0.0","","","","","M","","M"
"-119.38","49.96","KELOWNA","1123939","2021-02-04","2021","02","04","","3.1","","-4.6","","-0.8","","18.8","","0.0","","","","","","0.4","","","","","M","","M"
"-119.38","49.96","KELOWNA","1123939","2021-02-05","2021","02","05","","8.9","","0.1","","4.5","","13.5","","0.0","","","","","","2.0","","","","","M","","M"
"-119.38","49.96","KELOWNA","1123939","2021-02-06","2021","02","06","","3.0","","-0.9","","1.1","","16.9","","0.0","","","","","","0.4","","","","34","","35",""
"-119.38","49.96","KELOWNA","1123939","2021-02-07","2021","02","07","","0.9","","-3.7","","-1.4","","19.4","","0.0","","","","","","0.0","","","","","M","","M"
"-119.38","49.96","KELOWNA","1123939","2021-02-08","2021","02","08","","-1.8","","-12.7","","-7.3","","25.3","","0.0","","","","","","0.0","","","","34","","37",""
"-119.38","49.96","KELOWNA","1123939","2021-02-09","2021","02","09","","-8.1","","-17.8","","-13.0","","31.0","","0.0","","","","","","0.0","","","","","M","","M"
"-119.38","49.96","KELOWNA","1123939","2021-02-10","2021","02","10","","-8.8","","-16.3","","-12.6","","30.6","","0.0","","","","","","0.0","","","","34","","37",""
"-119.38","49.96","KELOWNA","1123939","2021-02-11","2021","02","11","","-11.2","","-19.2","","-15.2","","33.2","","0.0","","","","","","0.0","","","","35","","41",""
"-119.38","49.96","KELOWNA","1123939","2021-02-12","2021","02","12","","-10.1","","-21.0","","-15.6","","33.6","","0.0","","","","","","0.0","","","","","M","","M"
"-119.38","49.96","KELOWNA","1123939","2021-02-13","2021","02","13","","-6.9","","-14.3","","-10.6","","28.6","","0.0","","","","","","0.0","","","","","M","","M"
"-119.38","49.96","KELOWNA","1123939","2021-02-14","2021","02","14","","-2.8","","-13.0","","-7.9","","25.9","","0.0","","","","","","0.0","","","","","M","","M"
"-119.38","49.96","KELOWNA","1123939","2021-02-15","2021","02","15","","-3.1","","-8.2","","-5.7","","23.7","","0.0","","","","","","0.2","","","","","M","","M"
"-119.38","49.96","KELOWNA","1123939","2021-02-16","2021","02","16","","-0.2","","-6.5","","-3.4","","21.4","","0.0","","","","","","0.0","","","","","M","","M"
"-119.38","49.96","KELOWNA","1123939","2021-02-17","2021","02","17","","3.6","","-6.0","","-1.2","","19.2","","0.0","","","","","","0.0","","","","","M","","M"
"-119.38","49.96","KELOWNA","1123939","2021-02-18","2021","02","18","","-2.4","","-8.8","","-5.6","","23.6","","0.0","","","","","","0.2","","","","","M","","M"
"-119.38","49.96","KELOWNA","1123939","2021-02-19","2021","02","19","","3.6","","-7.6","","-2.0","","20.0","","0.0","","","","","","0.2","","","","","M","","M"
"-119.38","49.96","KELOWNA","1123939","2021-02-20","2021","02","20","","6.1","","-0.7","","2.7","","15.3","","0.0","","","","","","0.0","","","","18","","46",""
"-119.38","49.96","KELOWNA","1123939","2021-02-21","2021","02","21","","7.4","","0.8","","4.1","","13.9","","0.0","","","","","","0.0","","","","19","","32",""
"-119.38","49.96","KELOWNA","1123939","2021-02-22","2021","02","22","","12.3","","3.1","","7.7","","10.3","","0.0","","","","","","0.0","","","","21","","48",""
"-119.38","49.96","KELOWNA","1123939","2021-02-23","2021","02","23","","7.0","","-2.6","","2.2","","15.8","","0.0","","","","","","0.2","","","","36","","61",""
