"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-114.01","51.12","CALGARY INTL A","3031092","2020-01-01","2020","01","01","","3.0","","-3.5","","-0.3","","18.3","","0.0","","0.0","","0.0","","0.0","","3","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2020-01-02","2020","01","02","","3.8","","-9.7","","-3.0","","21.0","","0.0","","0.0","","2.0","","1.8","","3","","34","","48",""
"-114.01","51.12","CALGARY INTL A","3031092","2020-01-03","2020","01","03","","","M","","M","","M","","M","","M","","M","","","","M","3","","","","",""
"-114.01","51.12","CALGARY INTL A","3031092","2020-01-04","2020","01","04","","9.1","","-3.6","","2.8","","15.2","","0.0","","0.0","","1.0","","0.5","","2","","35","","67",""
"-114.01","51.12","CALGARY INTL A","3031092","2020-01-05","2020","01","05","","3.9","","-11.6","","-3.9","","21.9","","0.0","","0.0","","0.0","","0.0","","3","","25","","52",""
"-114.01","51.12","CALGARY INTL A","3031092","2020-01-06","2020","01","06","","0.4","","-8.7","","-4.2","","22.2","","0.0","","0.0","","0.0","T","0.0","T","3","","35","","74",""
"-114.01","51.12","CALGARY INTL A","3031092","2020-01-07","2020","01","07","","-6.4","","-12.2","","-9.3","","27.3","","0.0","","0.0","","0.0","T","0.0","T","3","","12","","32",""
"-114.01","51.12","CALGARY INTL A","3031092","2020-01-08","2020","01","08","","-7.2","","-14.2","","-10.7","","28.7","","0.0","","0.0","","0.0","T","0.0","T","4","","35","","52",""
"-114.01","51.12","CALGARY INTL A","3031092","2020-01-09","2020","01","09","","-13.4","","-18.0","","-15.7","","33.7","","0.0","","0.0","","0.2","","0.2","","7","","35","","35",""
"-114.01","51.12","CALGARY INTL A","3031092","2020-01-10","2020","01","10","","-6.7","","-20.4","","-13.6","","31.6","","0.0","","0.0","","0.0","T","0.0","T","7","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2020-01-11","2020","01","11","","-10.4","","-20.1","","-15.3","","33.3","","0.0","","0.0","","0.0","T","0.0","T","7","","1","","39",""
"-114.01","51.12","CALGARY INTL A","3031092","2020-01-12","2020","01","12","","-19.8","","-25.2","","-22.5","","40.5","","0.0","","0.0","","0.2","","0.2","","7","","36","","42",""
"-114.01","51.12","CALGARY INTL A","3031092","2020-01-13","2020","01","13","","-25.0","","-30.1","","-27.6","","45.6","","0.0","","0.0","","0.0","T","0.0","T","6","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2020-01-14","2020","01","14","","-28.4","","-31.2","","-29.8","","47.8","","0.0","","0.0","","0.0","T","0.0","T","6","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2020-01-15","2020","01","15","","-27.0","","-32.4","","-29.7","","47.7","","0.0","","0.0","","0.0","T","0.0","T","6","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2020-01-16","2020","01","16","","-27.1","","-29.7","","-28.4","","46.4","","0.0","","0.0","","0.5","","0.3","","6","","16","","32",""
"-114.01","51.12","CALGARY INTL A","3031092","2020-01-17","2020","01","17","","-22.6","","-27.2","","-24.9","","42.9","","0.0","","0.0","","0.0","T","0.0","T","7","","35","","35",""
"-114.01","51.12","CALGARY INTL A","3031092","2020-01-18","2020","01","18","","-18.8","","-28.5","","-23.7","","41.7","","0.0","","0.0","","0.0","T","0.0","T","7","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2020-01-19","2020","01","19","","4.9","","-21.7","","-8.4","","26.4","","0.0","","0.0","","0.0","T","0.0","T","5","","","M","","M"
"-114.01","51.12","CALGARY INTL A","3031092","2020-01-20","2020","01","20","","7.9","","-4.1","","1.9","","16.1","","0.0","","0.0","","0.0","","0.0","","5","","24","","41",""
"-114.01","51.12","CALGARY INTL A","3031092","2020-01-21","2020","01","21","","6.5","","-7.7","","-0.6","","18.6","","0.0","","0.0","","0.0","","0.0","","5","","26","","35",""
"-114.01","51.12","CALGARY INTL A","3031092","2020-01-22","2020","01","22","","6.0","","-4.2","","0.9","","17.1","","0.0","","0.0","","0.0","","0.0","","5","","27","","46",""
"-114.01","51.12","CALGARY INTL A","3031092","2020-01-23","2020","01","23","","9.5","","-8.8","","0.4","","17.6","","0.0","","0.0","","0.0","","0.0","","","","28","","37",""
"-114.01","51.12","CALGARY INTL A","3031092","2020-01-24","2020","01","24","","10.3","","0.5","","5.4","","12.6","","0.0","","0.0","","0.0","","0.0","","4","","28","","45",""
"-114.01","51.12","CALGARY INTL A","3031092","2020-01-25","2020","01","25","","7.8","","-2.5","","2.7","","15.3","","0.0","","0.0","","0.0","","0.0","","4","","29","","37",""
