"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-71.39","46.79","QUEBEC INTL A","7016293","2020-01-01","2020","01","01","","-0.9","","-4.7","","-2.8","","20.8","","0.0","","","M","","M","","M","","","","M","","M"
"-71.39","46.79","QUEBEC INTL A","7016293","2020-01-02","2020","01","02","","-0.4","","-2.9","","-1.7","","19.7","","0.0","","","M","","M","","M","","","","M","","M"
"-71.39","46.79","QUEBEC INTL A","7016293","2020-01-03","2020","01","03","","2.1","","-1.5","","0.3","","17.7","","0.0","","","M","","M","","M","","","","M","","M"
"-71.39","46.79","QUEBEC INTL A","7016293","2020-01-04","2020","01","04","","1.2","","-3.4","","-1.1","","19.1","","0.0","","","M","","M","","M","","","","M","","M"
"-71.39","46.79","QUEBEC INTL A","7016293","2020-01-05","2020","01","05","","-3.3","","-15.1","","-9.2","","27.2","","0.0","","","M","","M","","M","","","","M","","M"
"-71.39","46.79","QUEBEC INTL A","7016293","2020-01-06","2020","01","06","","-8.8","","-16.7","","-12.8","","30.8","","0.0","","","M","","M","","M","","","","M","","M"
"-71.39","46.79","QUEBEC INTL A","7016293","2020-01-07","2020","01","07","","-5.7","","-11.0","","-8.4","","26.4","","0.0","","","M","","M","","M","","","","M","","M"
"-71.39","46.79","QUEBEC INTL A","7016293","2020-01-08","2020","01","08","","-3.4","","-11.0","","-7.2","","25.2","","0.0","","","M","","M","","M","","","","M","","M"
"-71.39","46.79","QUEBEC INTL A","7016293","2020-01-09","2020","01","09","","-10.8","","-17.0","","-13.9","","31.9","","0.0","","","M","","M","","M","","","","M","","M"
"-71.39","46.79","QUEBEC INTL A","7016293","2020-01-10","2020","01","10","","0.9","","-13.3","","-6.2","","24.2","","0.0","","","M","","M","","M","","","","M","","M"
"-71.39","46.79","QUEBEC INTL A","7016293","2020-01-11","2020","01","11","","1.9","","-3.7","","-0.9","","18.9","","0.0","","","M","","M","","M","","","","M","","M"
"-71.39","46.79","QUEBEC INTL A","7016293","2020-01-12","2020","01","12","","-3.6","","-10.9","","-7.3","","25.3","","0.0","","","M","","M","","M","","","","M","","M"
"-71.39","46.79","QUEBEC INTL A","7016293","2020-01-13","2020","01","13","","-9.1","","-14.5","","-11.8","","29.8","","0.0","","","M","","M","","M","","","","M","","M"
"-71.39","46.79","QUEBEC INTL A","7016293","2020-01-14","2020","01","14","","-8.0","","-20.3","","-14.2","","32.2","","0.0","","","M","","M","","M","","","","M","","M"
"-71.39","46.79","QUEBEC INTL A","7016293","2020-01-15","2020","01","15","","-3.3","","-8.2","","-5.8","","23.8","","0.0","","","M","","M","","M","","","","M","","M"
"-71.39","46.79","QUEBEC INTL A","7016293","2020-01-16","2020","01","16","","-3.1","","-18.8","","-11.0","","29.0","","0.0","","","M","","M","","M","","","","M","","M"
"-71.39","46.79","QUEBEC INTL A","7016293","2020-01-17","2020","01","17","","","M","","M","","M","","M","","M","","M","","M","","M","","","","M","","M"
"-71.39","46.79","QUEBEC INTL A","7016293","2020-01-18","2020","01","18","","-13.3","","-26.1","","-19.7","","37.7","","0.0","","","M","","M","","M","","","","M","","M"
"-71.39","46.79","QUEBEC INTL A","7016293","2020-01-19","2020","01","19","","-9.7","","-15.5","","-12.6","","30.6","","0.0","","","M","","M","","M","","","","M","","M"
"-71.39","46.79","QUEBEC INTL A","7016293","2020-01-20","2020","01","20","","-12.7","","-19.8","","-16.3","","34.3","","0.0","","","M","","M","","M","","","","M","","M"
"-71.39","46.79","QUEBEC INTL A","7016293","2020-01-21","2020","01","21","","-11.9","","-21.4","","-16.7","","34.7","","0.0","","","M","","M","","M","","","","M","","M"
"-71.39","46.79","QUEBEC INTL A","7016293","2020-01-22","2020","01","22","","-1.9","","-12.1","","-7.0","","25.0","","0.0","","","M","","M","","M","","","","M","","M"
"-71.39","46.79","QUEBEC INTL A","7016293","2020-01-23","2020","01","23","","0.5","","-5.0","","-2.3","","20.3","","0.0","","","M","","M","","M","","","","M","","M"
"-71.39","46.79","QUEBEC INTL A","7016293","2020-01-24","2020","01","24","","-1.7","","-6.9","","-4.3","","22.3","","0.0","","","M","","M","","M","","","","M","","M"
"-71.39","46.79","QUEBEC INTL A","7016293","2020-01-25","2020","01","25","","-0.3","","-5.4","","-2.9","","20.9","","0.0","","","M","","M","","M","","","","M","","M"
"-71.39","46.79","QUEBEC INTL A","7016293","2020-01-26","2020","01","26","","-0.1","","-1.8","","-1.0","","19.0","","0.0","","","M","","M","","M","","","","M","","M"
"-71.39","46.79","QUEBEC INTL A","7016293","2020-01-27","2020","01","27","","1.5","","-3.5","","-1.0","","19.0","","0.0","","","M","","M","","M","","","","M","","M"
"-71.39","46.79","QUEBEC INTL A","7016293","2020-01-28","2020","01","28","","-2.2","","-13.9","","-8.1","","26.1","","0.0","","","M","","M","","M","","","","M","","M"
"-71.39","46.79","QUEBEC INTL A","7016293","2020-01-29","2020","01","29","","-6.8","","-14.7","","-10.8","","28.8","","0.0","","","M","","M","","M","","","","M","","M"
"-71.39","46.79","QUEBEC INTL A","7016293","2020-01-30","2020","01","30","","-9.3","","-23.0","","-16.2","","34.2","","0.0","","","M","","M","","M","","","","M","","M"
"-71.39","46.79","QUEBEC INTL A","7016293","2020-01-31","2020","01","31","","-5.9","","-21.6","","-13.8","","31.8","","0.0","","","M","","M","","M","","","","M","","M"
"-71.39","46.79","QUEBEC INTL A","7016293","2020-02-01","2020","02","01","","-4.1","","-9.8","","-7.0","","25.0","","0.0","","","M","","M","","M","","","","M","","M"
"-71.39","46.79","QUEBEC INTL A","7016293","2020-02-02","2020","02","02","","-3.2","","-9.3","","-6.3","","24.3","","0.0","","","M","","M","","M","","","","M","","M"
"-71.39","46.79","QUEBEC INTL A","7016293","2020-02-03","2020","02","03","","-0.2","","-6.9","","-3.6","","21.6","","0.0","","","M","","M","","M","","","","M","","M"
"-71.39","46.79","QUEBEC INTL A","7016293","2020-02-04","2020","02","04","","-1.6","","-7.2","","-4.4","","22.4","","0.0","","","M","","M","","M","","","","M","","M"
"-71.39","46.79","QUEBEC INTL A","7016293","2020-02-05","2020","02","05","","-5.4","","-19.6","","-12.5","","30.5","","0.0","","","M","","M","","M","","","","M","","M"
"-71.39","46.79","QUEBEC INTL A","7016293","2020-02-06","2020","02","06","","-5.1","","-15.5","","-10.3","","28.3","","0.0","","","M","","M","","M","","","","M","","M"
"-71.39","46.79","QUEBEC INTL A","7016293","2020-02-07","2020","02","07","","-5.5","","-11.7","","-8.6","","26.6","","0.0","","","M","","M","","M","","","","M","","M"
"-71.39","46.79","QUEBEC INTL A","7016293","2020-02-08","2020","02","08","","-11.7","","-20.4","","-16.1","","34.1","","0.0","","","M","","M","","M","","","","M","","M"
