"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-104.67","50.43","REGINA INTL A","4016566","2021-01-01","2021","01","01","","-8.0","","-17.5","","-12.8","","30.8","","0.0","","","M","","M","","M","","","","M","","M"
"-104.67","50.43","REGINA INTL A","4016566","2021-01-02","2021","01","02","","3.9","","-8.3","","-2.2","","20.2","","0.0","","","M","","M","","M","","","25","","48",""
"-104.67","50.43","REGINA INTL A","4016566","2021-01-03","2021","01","03","","3.6","","-4.4","","-0.4","","18.4","","0.0","","","M","","M","","M","","","22","","46",""
"-104.67","50.43","REGINA INTL A","4016566","2021-01-04","2021","01","04","","-2.8","","-12.0","","-7.4","","25.4","","0.0","","","M","","M","","M","","","25","","37",""
"-104.67","50.43","REGINA INTL A","4016566","2021-01-05","2021","01","05","","1.6","","-9.6","","-4.0","","22.0","","0.0","","","M","","M","","M","","","29","","54",""
"-104.67","50.43","REGINA INTL A","4016566","2021-01-06","2021","01","06","","-0.4","","-13.8","","-7.1","","25.1","","0.0","","","M","","M","","M","","","16","","35",""
"-104.67","50.43","REGINA INTL A","4016566","2021-01-07","2021","01","07","","-0.4","","-10.8","","-5.6","","23.6","","0.0","","","M","","M","","M","","","31","","33",""
"-104.67","50.43","REGINA INTL A","4016566","2021-01-08","2021","01","08","","-5.5","","-16.9","","-11.2","","29.2","","0.0","","","M","","M","","M","","","","M","","M"
"-104.67","50.43","REGINA INTL A","4016566","2021-01-09","2021","01","09","","-8.9","","-16.2","","-12.6","","30.6","","0.0","","","M","","M","","M","","","","M","","M"
"-104.67","50.43","REGINA INTL A","4016566","2021-01-10","2021","01","10","","-3.7","","-14.2","","-9.0","","27.0","","0.0","","","M","","M","","M","","","22","","33",""
"-104.67","50.43","REGINA INTL A","4016566","2021-01-11","2021","01","11","","-3.5","","-14.9","","-9.2","","27.2","","0.0","","","M","","M","","M","","","","M","","M"
"-104.67","50.43","REGINA INTL A","4016566","2021-01-12","2021","01","12","","-3.0","","-9.0","","-6.0","","24.0","","0.0","","","M","","M","","M","","","","M","","M"
"-104.67","50.43","REGINA INTL A","4016566","2021-01-13","2021","01","13","","6.1","","-7.5","","-0.7","","18.7","","0.0","","","M","","M","","M","","","32","","126",""
"-104.67","50.43","REGINA INTL A","4016566","2021-01-14","2021","01","14","","-0.8","","-5.0","","-2.9","","20.9","","0.0","","","M","","M","","M","","","32","","135",""
"-104.67","50.43","REGINA INTL A","4016566","2021-01-15","2021","01","15","","-5.0","","-9.0","","-7.0","","25.0","","0.0","","","M","","M","","M","","","33","","65",""
"-104.67","50.43","REGINA INTL A","4016566","2021-01-16","2021","01","16","","-1.1","","-13.7","","-7.4","","25.4","","0.0","","","M","","M","","M","","","28","","50",""
"-104.67","50.43","REGINA INTL A","4016566","2021-01-17","2021","01","17","","-4.9","","-13.1","","-9.0","","27.0","","0.0","","","M","","M","","M","","","","","","M"
"-104.67","50.43","REGINA INTL A","4016566","2021-01-18","2021","01","18","","-1.1","","-10.7","","-5.9","","23.9","","0.0","","","M","","M","","M","","","32","","74",""
"-104.67","50.43","REGINA INTL A","4016566","2021-01-19","2021","01","19","","1.8","","-13.2","","-5.7","","23.7","","0.0","","","M","","M","","M","","","20","","48",""
"-104.67","50.43","REGINA INTL A","4016566","2021-01-20","2021","01","20","","2.1","","-6.0","","-2.0","","20.0","","0.0","","","M","","M","","M","","","29","","76",""
