"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-106.70","52.17","SASKATOON INTL A","4057152","2021-01-01","2021","01","01","","-8.8","","-15.5","","-12.2","","30.2","","0.0","","","M","","M","","M","","","","M","","M"
"-106.70","52.17","SASKATOON INTL A","4057152","2021-01-02","2021","01","02","","2.9","","-13.0","","-5.1","","23.1","","0.0","","","M","","M","","M","","","22","","44",""
"-106.70","52.17","SASKATOON INTL A","4057152","2021-01-03","2021","01","03","","2.6","","-6.4","","-1.9","","19.9","","0.0","","","M","","M","","M","","","21","","42",""
"-106.70","52.17","SASKATOON INTL A","4057152","2021-01-04","2021","01","04","","-5.4","","-11.4","","-8.4","","26.4","","0.0","","","M","","M","","M","","","23","","37",""
"-106.70","52.17","SASKATOON INTL A","4057152","2021-01-05","2021","01","05","","-2.1","","-9.0","","-5.6","","23.6","","0.0","","","M","","M","","M","","","13","","42",""
"-106.70","52.17","SASKATOON INTL A","4057152","2021-01-06","2021","01","06","","1.1","","-12.5","","-5.7","","23.7","","0.0","","","M","","M","","M","","","18","","44",""
"-106.70","52.17","SASKATOON INTL A","4057152","2021-01-07","2021","01","07","","-2.3","","-11.6","","-7.0","","25.0","","0.0","","","M","","M","","M","","","","M","","M"
"-106.70","52.17","SASKATOON INTL A","4057152","2021-01-08","2021","01","08","","","M","","M","","M","","M","","M","","M","","M","","M","","","","M","","M"
"-106.70","52.17","SASKATOON INTL A","4057152","2021-01-09","2021","01","09","","-6.0","","-16.5","","-11.3","","29.3","","0.0","","","M","","M","","M","","","","M","","M"
"-106.70","52.17","SASKATOON INTL A","4057152","2021-01-10","2021","01","10","","-9.2","","-13.7","","-11.5","","29.5","","0.0","","","M","","M","","M","","","","M","","M"
"-106.70","52.17","SASKATOON INTL A","4057152","2021-01-11","2021","01","11","","-3.4","","-14.8","","-9.1","","27.1","","0.0","","","M","","M","","M","","","","","","M"
"-106.70","52.17","SASKATOON INTL A","4057152","2021-01-12","2021","01","12","","-2.9","","-11.5","","-7.2","","25.2","","0.0","","","M","","M","","M","","","21","","31",""
"-106.70","52.17","SASKATOON INTL A","4057152","2021-01-13","2021","01","13","","6.2","","-10.8","","-2.3","","20.3","","0.0","","","M","","M","","M","","","34","","104",""
"-106.70","52.17","SASKATOON INTL A","4057152","2021-01-14","2021","01","14","","-0.9","","-7.9","","-4.4","","22.4","","0.0","","","M","","M","","M","","","31","","68",""
"-106.70","52.17","SASKATOON INTL A","4057152","2021-01-15","2021","01","15","","","M","","M","","M","","M","","M","","M","","M","","M","","","","","","M"
"-106.70","52.17","SASKATOON INTL A","4057152","2021-01-16","2021","01","16","","","M","","M","","M","","M","","M","","M","","M","","M","","","31","","48",""
"-106.70","52.17","SASKATOON INTL A","4057152","2021-01-17","2021","01","17","","-4.1","","-12.9","","-8.5","","26.5","","0.0","","","M","","M","","M","","","","","","M"
"-106.70","52.17","SASKATOON INTL A","4057152","2021-01-18","2021","01","18","","-0.3","","-16.2","","-8.3","","26.3","","0.0","","","M","","M","","M","","","35","","54",""
"-106.70","52.17","SASKATOON INTL A","4057152","2021-01-19","2021","01","19","","","M","","M","","M","","M","","M","","M","","M","","M","","","28","","54",""
"-106.70","52.17","SASKATOON INTL A","4057152","2021-01-20","2021","01","20","","2.9","","-8.6","","-2.9","","20.9","","0.0","","","M","","M","","M","","","29","","93",""
"-106.70","52.17","SASKATOON INTL A","4057152","2021-01-21","2021","01","21","","-8.5","","-15.3","","-11.9","","29.9","","0.0","","","M","","M","","M","","","36","","46",""
"-106.70","52.17","SASKATOON INTL A","4057152","2021-01-22","2021","01","22","","-5.5","","-14.1","","-9.8","","27.8","","0.0","","","M","","M","","M","","","29","","31",""
"-106.70","52.17","SASKATOON INTL A","4057152","2021-01-23","2021","01","23","","-9.8","","-32.1","","-21.0","","39.0","","0.0","","","M","","M","","M","","","36","","50",""
"-106.70","52.17","SASKATOON INTL A","4057152","2021-01-24","2021","01","24","","-25.5","","-35.2","","-30.4","","48.4","","0.0","","","M","","M","","M","","","","M","","M"
"-106.70","52.17","SASKATOON INTL A","4057152","2021-01-25","2021","01","25","","-27.3","","-34.8","","-31.1","","49.1","","0.0","","","M","","M","","M","","","","M","","M"
"-106.70","52.17","SASKATOON INTL A","4057152","2021-01-26","2021","01","26","","-21.3","","-31.9","","-26.6","","44.6","","0.0","","","M","","M","","M","","","12","","41",""
"-106.70","52.17","SASKATOON INTL A","4057152","2021-01-27","2021","01","27","","-14.9","","-23.4","","-19.2","","37.2","","0.0","","","M","","M","","M","","","12","","39",""
"-106.70","52.17","SASKATOON INTL A","4057152","2021-01-28","2021","01","28","","-10.2","","-18.2","","-14.2","","32.2","","0.0","","","M","","M","","M","","","13","","37",""
"-106.70","52.17","SASKATOON INTL A","4057152","2021-01-29","2021","01","29","","-10.4","","-18.8","","-14.6","","32.6","","0.0","","","M","","M","","M","","","","M","","M"
"-106.70","52.17","SASKATOON INTL A","4057152","2021-01-30","2021","01","30","","-9.8","","-14.3","","-12.1","","30.1","","0.0","","","M","","M","","M","","","","M","","M"
"-106.70","52.17","SASKATOON INTL A","4057152","2021-01-31","2021","01","31","","-9.7","","-15.0","","-12.4","","30.4","","0.0","","","M","","M","","M","","","11","","31",""
