"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-79.17","43.19","ST CATHARINES A","6137304","2020-01-01","2020","01","01","","3.0","","-2.9","","0.1","","17.9","","0.0","","","","","","","M","","","24","","37",""
"-79.17","43.19","ST CATHARINES A","6137304","2020-01-02","2020","01","02","","7.9","","3.0","","5.5","","12.5","","0.0","","","","","","","M","","","21","","45",""
"-79.17","43.19","ST CATHARINES A","6137304","2020-01-03","2020","01","03","","8.0","","3.2","","5.6","","12.4","","0.0","","","","","","","M","","","23","","36",""
"-79.17","43.19","ST CATHARINES A","6137304","2020-01-04","2020","01","04","","3.3","","0.1","","1.7","","16.3","","0.0","","","","","","","M","","","29","","47",""
"-79.17","43.19","ST CATHARINES A","6137304","2020-01-05","2020","01","05","","2.1","","-0.6","","0.8","","17.2","","0.0","","","","","","","M","","","32","","39",""
"-79.17","43.19","ST CATHARINES A","6137304","2020-01-06","2020","01","06","","3.1","","-2.2","","0.5","","17.5","","0.0","","","","","","","M","","","24","","48",""
"-79.17","43.19","ST CATHARINES A","6137304","2020-01-07","2020","01","07","","4.4","","-2.9","","0.8","","17.2","","0.0","","","","","","","M","","","26","","40",""
"-79.17","43.19","ST CATHARINES A","6137304","2020-01-08","2020","01","08","","0.9","","-6.3","","-2.7","","20.7","","0.0","","","","","","","M","","","31","","49",""
"-79.17","43.19","ST CATHARINES A","6137304","2020-01-09","2020","01","09","","5.8","","-7.3","","-0.8","","18.8","","0.0","","","","","","","M","","","19","","45",""
"-79.17","43.19","ST CATHARINES A","6137304","2020-01-10","2020","01","10","","8.9","","5.5","","7.2","","10.8","","0.0","","","","","","","M","","","22","","54",""
"-79.17","43.19","ST CATHARINES A","6137304","2020-01-11","2020","01","11","","15.3","","3.0","","9.2","","8.8","","0.0","","","","","","","M","","","19","","51",""
"-79.17","43.19","ST CATHARINES A","6137304","2020-01-12","2020","01","12","","3.4","","-2.9","","0.3","","17.7","","0.0","","","","","","","M","","","25","","46",""
"-79.17","43.19","ST CATHARINES A","6137304","2020-01-13","2020","01","13","","3.4","","-2.7","","0.4","","17.6","","0.0","","","","","","","M","","","","","",""
"-79.17","43.19","ST CATHARINES A","6137304","2020-01-14","2020","01","14","","6.3","","-3.1","","1.6","","16.4","","0.0","","","","","","","M","","","","","",""
"-79.17","43.19","ST CATHARINES A","6137304","2020-01-15","2020","01","15","","5.0","","1.4","","3.2","","14.8","","0.0","","","","","","","M","","","26","","32",""
"-79.17","43.19","ST CATHARINES A","6137304","2020-01-16","2020","01","16","","2.6","","-7.6","","-2.5","","20.5","","0.0","","","","","","","M","","","30","","47",""
"-79.17","43.19","ST CATHARINES A","6137304","2020-01-17","2020","01","17","","-7.6","","-10.1","","-8.9","","26.9","","0.0","","","","","","","M","","","34","","34",""
"-79.17","43.19","ST CATHARINES A","6137304","2020-01-18","2020","01","18","","4.6","","-8.1","","-1.8","","19.8","","0.0","","","","","","","M","","","25","","61",""
"-79.17","43.19","ST CATHARINES A","6137304","2020-01-19","2020","01","19","","1.7","","-8.1","","-3.2","","21.2","","0.0","","","","","","","M","","","25","","52",""
"-79.17","43.19","ST CATHARINES A","6137304","2020-01-20","2020","01","20","","-5.2","","-10.1","","-7.7","","25.7","","0.0","","","","","","","M","","","","","",""
"-79.17","43.19","ST CATHARINES A","6137304","2020-01-21","2020","01","21","","-1.9","","-5.8","","-3.9","","21.9","","0.0","","","","","","","M","","","25","","31",""
"-79.17","43.19","ST CATHARINES A","6137304","2020-01-22","2020","01","22","","0.2","","-4.2","","-2.0","","20.0","","0.0","","","","","","","M","","","22","","44",""
"-79.17","43.19","ST CATHARINES A","6137304","2020-01-23","2020","01","23","","4.4","","-4.2","","0.1","","17.9","","0.0","","","","","","","M","","","","","",""
