"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-82.96","42.28","WINDSOR A","6139530","2020-01-01","2020","01","01","","2.4","","-3.2","","-0.4","","18.4","","0.0","","","","","","0.0","","","","25","","42",""
"-82.96","42.28","WINDSOR A","6139530","2020-01-02","2020","01","02","","8.8","","0.8","","4.8","","13.2","","0.0","","","","","","0.0","","","","23","","54",""
"-82.96","42.28","WINDSOR A","6139530","2020-01-03","2020","01","03","","7.1","","2.7","","4.9","","13.1","","0.0","","","","","","0.0","","","","","M","","M"
"-82.96","42.28","WINDSOR A","6139530","2020-01-04","2020","01","04","","3.0","","-0.9","","1.1","","16.9","","0.0","","","","","","0.0","","","","32","","46",""
"-82.96","42.28","WINDSOR A","6139530","2020-01-05","2020","01","05","","3.8","","-1.4","","1.2","","16.8","","0.0","","","","","","0.7","","","","29","","68",""
"-82.96","42.28","WINDSOR A","6139530","2020-01-06","2020","01","06","","6.7","","-1.9","","2.4","","15.6","","0.0","","","","","","0.0","","","","24","","63",""
"-82.96","42.28","WINDSOR A","6139530","2020-01-07","2020","01","07","","5.8","","-3.4","","1.2","","16.8","","0.0","","","","","","0.2","","","","30","","76",""
"-82.96","42.28","WINDSOR A","6139530","2020-01-08","2020","01","08","","-1.0","","-11.8","","-6.4","","24.4","","0.0","","","","","","0.0","","","","32","","58",""
"-82.96","42.28","WINDSOR A","6139530","2020-01-09","2020","01","09","","7.9","","-10.8","","-1.5","","19.5","","0.0","","","","","","0.0","","","","22","","58",""
"-82.96","42.28","WINDSOR A","6139530","2020-01-10","2020","01","10","","9.8","","5.2","","7.5","","10.5","","0.0","","","","","","10.9","","","","22","","54",""
"-82.96","42.28","WINDSOR A","6139530","2020-01-11","2020","01","11","","12.6","","0.1","","6.4","","11.6","","0.0","","","","","","50.0","","","","2","","55",""
"-82.96","42.28","WINDSOR A","6139530","2020-01-12","2020","01","12","","0.2","","-5.1","","-2.5","","20.5","","0.0","","","","","","2.2","","","","30","","55",""
